"TIPO";"PERIODO";"CO_ANO";"CO_PAIS";"NO_PAIS";"CO_PAIS_ISOA3";"NO_PPE_PPI";"NO_FAT_AGREG";"VL_FOB";"KG_LIQUIDO"
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Abacaxis frescos ou secos";"Produtos Básicos";224732;459504
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Abrasivos e pedras para amolar e semelhantes";"Produtos Manufaturados";4418549;575528
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aceleradores de reação e preparações catalíticas";"Produtos Manufaturados";3664441;85252
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Acetatos,nitratos, éteres de celulose e outs. derivados";"Produtos Manufaturados";1665833;485206
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ácidos carboxílicos, seus anidridos, halogenetos, etc.";"Produtos Manufaturados";11849462;9953903
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Açúcar refinado";"Produtos Manufaturados";2550;3000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aditivos para óleos lubrificantes";"Produtos Manufaturados";5507629;1544141
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Adubos ou fertiliz.cont. nitrogênio, fosforo e potássio";"Produtos Manufaturados";1535883;5813178
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Álcoóis acíclicos e seus derivados halogenados, etc.";"Produtos Manufaturados";3645652;3926183
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Algodão em bruto";"Produtos Básicos";2577584;1529457
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Alumínio em bruto";"Produtos Semimanufaturados";97462;39827
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Alumínio, em barras, perfis, fios,chapas,folhas e tiras";"Produtos Manufaturados";14271017;4200400
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Antibióticos";"Produtos Manufaturados";196933;6927
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos de fotocópia e de termocópia";"Produtos Manufaturados";638646;10525
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos e dispositivos eletr. de ignição ou arranque";"Produtos Manufaturados";16752873;763028
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos eletr.de iluminação ou sinaliz. p/ automóveis";"Produtos Manufaturados";15190292;579181
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos eletr.de sinaliz.controle,etc. p/vias férreas";"Produtos Manufaturados";1826380;2089
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos eletro-mecânicos ou térmicos,de uso doméstico";"Produtos Manufaturados";5223415;539410
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos mecânicos p/projetar/pulverizar líquidos/pós";"Produtos Manufaturados";11312577;1078112
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos p/cozinhar,aquecedores de pratos, suas partes";"Produtos Manufaturados";387656;97913
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos p/interrupção,proteção de energia,suas partes";"Produtos Manufaturados";15467180;726612
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aparelhos transmissores ou receptores e componentes";"Produtos Manufaturados";7208190;143697
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Aquecedor, secador ou trocador de calor, partes e pecas";"Produtos Manufaturados";4893170;460951
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ardósia natural e obras de ardósia";"Produtos Manufaturados";84656;271891
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Armações e cabos de ferramentas ou vassouras,de madeira";"Produtos Manufaturados";4908;2759
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Arroz em grãos, inclusive arroz quebrado";"Produtos Básicos";23400;52000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Artefatos p/uso doméstico,de ferro fundido,ferro ou aço";"Produtos Manufaturados";680906;102497
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Artefatos para uso doméstico, de alumínio";"Produtos Manufaturados";2595352;248531
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Artigos de joalheria de metais preciosos e suas partes";"Produtos Manufaturados";220304;27
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Artigos de plástico para transporte ou para embalagem";"Produtos Manufaturados";10310901;2329961
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Artigos e apars. de prótese, de ortopedia e suas partes";"Produtos Manufaturados";1383441;1993
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Automóveis de passageiros";"Produtos Manufaturados";1409886575;150008591
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Bananas frescas ou secas";"Produtos Básicos";303621;1418788
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Barras, perfis e fios de níquel";"Produtos Manufaturados";1552852;69706
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Bombas, compressores, ventiladores, etc. e suas partes";"Produtos Manufaturados";46388916;4776362
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Borracha misturada,n/vulcan.em forma primar,chapas,fls.";"Produtos Manufaturados";3375575;1466864
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Borracha sintética e borracha artificial";"Produtos Semimanufaturados";9684277;3716307
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Brinquedos, jogos e artigos para diversão e suas partes";"Produtos Manufaturados";989180;163174
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cabos e fibras sintéticas ou artificiais";"Produtos Manufaturados";449646;138857
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cacau em pó";"Produtos Semimanufaturados";10450805;3455400
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cacau inteiro ou partido, em bruto ou torrado";"Produtos Básicos";42000;15000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cachaça e caninha (rum e tafiá)";"Produtos Manufaturados";64480;41982
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cadernos, agendas e artigos semelhantes";"Produtos Manufaturados";713405;466833
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Café cru em grão";"Produtos Básicos";18266362;6416954
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Café solúvel";"Produtos Manufaturados";3856217;546406
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Café torrado, descafeinado ou não";"Produtos Básicos";991579;102563
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Caixas, sacos e outras embalagens, de papel ou de pasta";"Produtos Manufaturados";3631392;2844488
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Caixotes, caixas, engradados, etc. de madeira";"Produtos Manufaturados";295861;382987
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Calçados";"Produtos Manufaturados";48688851;1753401
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Caldeiras, suas partes e aparelhos auxiliares";"Produtos Manufaturados";1013464;151127
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Câmaras de ar, de borracha";"Produtos Manufaturados";596860;98632
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Camisetas \"t-shirts\" e camisetas interiores, de malha";"Produtos Manufaturados";238269;5439
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Carbonetos";"Produtos Manufaturados";2097222;2408800
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Carne de frango congelada, fresca ou refrig.incl.miudos";"Produtos Básicos";1571416;968025
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Carne de suíno congelada, fresca ou refrigerada";"Produtos Básicos";34810253;12013053
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Carnes salgadas, incluídas as de frango";"Produtos Básicos";127316;25175
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Castanha de caju";"Produtos Básicos";1834340;214441
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Caulim e outras argilas caulinicas";"Produtos Básicos";458956;1786070
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Celulose";"Produtos Semimanufaturados";14008798;33667978
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Centrifugadores e aparelhos para filtrar ou depurar";"Produtos Manufaturados";23125738;1381976
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Centro de usinagem e maqs. estações múltiplas, p/metais";"Produtos Manufaturados";304575;27214
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ceras vegetais";"Produtos Semimanufaturados";138640;20000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cerveja de malte";"Produtos Manufaturados";14256331;31265824
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Chapas e filmes fotográficos, não impressionados";"Produtos Manufaturados";2488376;270802
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Chapas e folhas de borracha vulcanizada não endurecida";"Produtos Manufaturados";610783;90759
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Chapas, folhas, tiras, películas e laminas, de plástico";"Produtos Manufaturados";23079397;7955246
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Chassis com motor e carroçarias p/ veículos automóveis";"Produtos Manufaturados";53177217;5840146
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Chocolate e preparações alimentícias com cacau";"Produtos Manufaturados";9892069;1961144
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cilindros hidráulicos";"Produtos Manufaturados";1086072;186678
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cimentos hidráulicos";"Produtos Manufaturados";15200;25000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Circuitos impressos";"Produtos Manufaturados";17056;84
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Circuitos integrados e microconjuntos eletrônicos";"Produtos Manufaturados";2617439;31908
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cobre, em barras, perfis, fios, chapas, folhas e tiras";"Produtos Manufaturados";39065014;6356064
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Colofonias, ácidos resínicos e seus derivados";"Produtos Manufaturados";390957;166456
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Compostos de função cetona ou de função quinona";"Produtos Manufaturados";462398;285764
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Compostos de funções nitrogenadas";"Produtos Manufaturados";5437997;3700174
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Compostos heterocíclicos, seus sais e sulfonamidas";"Produtos Manufaturados";1269440;41848
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Compostos inorgânicos/orgânicos de metais preciosos";"Produtos Manufaturados";231505;650
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Compostos organo-inorgânicos";"Produtos Manufaturados";331258;81747
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Concentrado de proteína, subst. proteica texturizada";"Produtos Manufaturados";1311247;605075
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Condensadores elétricos, fixos, variáveis ou ajustáveis";"Produtos Manufaturados";809815;47758
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Construções e suas partes,de ferro fundido,ferro ou aço";"Produtos Manufaturados";2940958;582097
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Construções pré-fabricadas";"Produtos Manufaturados";16808;4800
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Consumo de bordo - demais";"Operações Especiais";2178758;1384912
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Consumo de bordo - óleos e combustíveis";"Operações Especiais";4469413;7239143
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cordas e cabos de ferro ou aço,não isolados p/uso eletr";"Produtos Manufaturados";5644530;2332375
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Corindo artificial";"Produtos Manufaturados";8018849;22478693
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Correia transportadora/transmissão,de borracha vulcaniz";"Produtos Manufaturados";3956066;310053
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Correntes, de ferro fundido, ferro ou aço";"Produtos Manufaturados";1289597;251184
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Couros e peles, depilados, exceto em bruto";"Produtos Semimanufaturados";1172732;81775
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cravo-da-Índia";"Produtos Básicos";26120;4000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Cromita (minério de cromo)";"Produtos Básicos";12132;50000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Demais produtos básicos";"Produtos Básicos";12498505;9448010
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Demais produtos manufaturados";"Produtos Manufaturados";186753373;88525183
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Demais produtos semimanufaturados";"Produtos Semimanufaturados";1088391;1044023
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Desperdícios e resíduos de ferro ou aço";"Produtos Básicos";22250;25000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Dextrina e outros amidos e féculas modificados";"Produtos Manufaturados";4934038;6198883
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Distribuidores automáticos de papel-moeda ou outs.oper.";"Produtos Manufaturados";3059785;126898
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Eletrodos";"Produtos Manufaturados";301772;129773
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Energia elétrica";"Produtos Manufaturados";12098456;4
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Espelhos retrovisores para veículos";"Produtos Manufaturados";5095607;216065
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Estanho em bruto";"Produtos Semimanufaturados";5196552;248000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Éteres alcoólicos e seus derivados";"Produtos Manufaturados";4316631;5902686
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Extratos tanantes de origem vegetal";"Produtos Semimanufaturados";187235;119750
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Extratos,essências,concentrado de café,exc.café solúvel";"Produtos Manufaturados";7891012;1069471
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Facas, navalhas, aparelhos de barbear e tesouras";"Produtos Manufaturados";7096862;286757
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Falsos tecidos sintéticos ou artificiais";"Produtos Manufaturados";10821546;3700017
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Farelo e resíduos da extração de óleo de soja";"Produtos Básicos";42328;26000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Farinhas ou pós improprias p/ alim. humana e torresmos";"Produtos Manufaturados";2349924;3809000
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fenóis, fenóis-álcoois";"Produtos Manufaturados";2070851;1803181
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ferragens para portas e janelas, de metais comuns";"Produtos Manufaturados";7215792;700444
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ferramentas de uso manual ou para uso em maquinas";"Produtos Manufaturados";5603812;430869
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ferramentas eletromecânicas com motor, de uso manual";"Produtos Manufaturados";4655889;332962
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ferramentas manuais, pneumáticas, hidráulicas, etc.";"Produtos Manufaturados";1547209;63092
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ferro-ligas";"Produtos Semimanufaturados";14433684;11076070
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ferro fundido bruto e ferro spiegel (ex ferro gusa)";"Produtos Semimanufaturados";7438117;28975630
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fibras de vidro e suas obras";"Produtos Manufaturados";4562753;2604299
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fio-máquina e barras de ferro ou aços";"Produtos Manufaturados";18865874;19268470
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fios de algodão";"Produtos Manufaturados";600865;118472
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fios de fibras têxteis, sintéticas ou artificiais";"Produtos Manufaturados";10664113;1640931
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fios, cabos e condutores para uso elétrico";"Produtos Manufaturados";38455994;1800856
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fitas de fibras sintéticas ou artificiais";"Produtos Manufaturados";202141;19830
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fornos industriais ou de laboratório, não elétricos";"Produtos Manufaturados";555483;22101
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fraldas de papel,lenços, toalhas e absorventes de papel";"Produtos Manufaturados";716565;467993
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fumo em folhas e desperdícios";"Produtos Básicos";34734;25182
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Fumo manufaturado e seus sucedâneos";"Produtos Manufaturados";10100668;2417120
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Garrafas térmicas e recipientes isotérmicos";"Produtos Manufaturados";367744;52006
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Garrafas, frascos e outros recipientes de vidro";"Produtos Manufaturados";1918554;699629
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Gasolina";"Produtos Manufaturados";15708234;33286605
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Gelatinas e colas para usos industriais";"Produtos Manufaturados";5226397;862545
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Goiabas, mangas e mangostões frescos";"Produtos Básicos";331406;245856
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Goma-laca, gomas e resinas naturais";"Produtos Básicos";8572;825
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Gorduras e óleos vegetais hidrogenados, etc.";"Produtos Manufaturados";138153;22869
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Grafita natural";"Produtos Básicos";34294;41400
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Grupos para condicionamento de ar";"Produtos Manufaturados";6562431;356203
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Guarnições para embreagens";"Produtos Manufaturados";160474;9394
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Guarnições para freios";"Produtos Manufaturados";1484514;496564
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Heterosídios e alcaloides vegetais,naturais/reproduzido";"Produtos Manufaturados";58543;227
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Hidrocarbonetos e seus derivados halogenados, etc.";"Produtos Manufaturados";24418489;21696947
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Hidróxido de sódio (soda caustica)";"Produtos Manufaturados";2039341;11029072
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Inseticidas, formicidas, herbicidas e prods.semelhantes";"Produtos Manufaturados";15485474;2828093
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Instrumentos e aparelhos de medida, de verificação,etc.";"Produtos Manufaturados";35727541;541777
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Instrumentos e aparelhos médicos";"Produtos Manufaturados";2266713;88564
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Isoladores para uso elétrico";"Produtos Manufaturados";585151;155179
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Juntas e gaxetas de borracha vulcanizada não endurecida";"Produtos Manufaturados";3230501;289813
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Laminadores de metais e seus cilindros";"Produtos Manufaturados";259079;49437
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Lâmpadas, tubos elétricos e faróis";"Produtos Manufaturados";114905;7393
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Lápis para escrever";"Produtos Manufaturados";1148930;128993
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Laranjas frescas ou secas";"Produtos Básicos";47919;6300
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Lentes para óculos e lentes de contato";"Produtos Manufaturados";468755;4714
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Leveduras e outros microorganismos monocelulares,mortos";"Produtos Manufaturados";577599;379570
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Ligas de alumínio, em bruto";"Produtos Semimanufaturados";1241392;612232
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Livros, revistas, jornais e impressos semelhantes";"Produtos Manufaturados";1099573;274071
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Loucas de cerâmica para uso doméstico,higiene, toucador";"Produtos Manufaturados";1654318;955756
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Madeira compensada ou contraplacada e semelhantes";"Produtos Manufaturados";3305549;5079511
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Madeira laminada";"Produtos Semimanufaturados";611304;156590
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Madeira perfilada, mesmo aplainada, polida ou unida";"Produtos Manufaturados";133018;142629
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Madeira serrada ou fendida longitud. de espessura > 6mm";"Produtos Semimanufaturados";534976;578653
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Madeiras em bruto";"Produtos Básicos";7123;53750
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Magnésia calcinada a fundo e outros óxidos de magnésio";"Produtos Básicos";701812;2048580
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Mamões (papaias) frescos";"Produtos Básicos";78734;71129
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Manteiga, gordura e óleo, de cacau";"Produtos Semimanufaturados";17066493;2766500
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maqs.que executem 2 ou mais funções:impressão/cópia/fax";"Produtos Manufaturados";4941308;294720
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas-ferramentas para forjar ou trabalhar metais";"Produtos Manufaturados";6674625;133094
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas automáticas p/process.de dados e suas unidades";"Produtos Manufaturados";5590949;145005
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas de calcular,de contabilidade,registradora,etc.";"Produtos Manufaturados";4325783;31223
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Máquinas de costura,suas partes e pecas";"Produtos Manufaturados";52560;439
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas de lavar roupa e suas partes";"Produtos Manufaturados";112375;15439
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas e aparelhos de elevação de carga,descarga,etc.";"Produtos Manufaturados";15663467;1453758
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas e aparelhos p/ encher, fechar, empacotar, etc.";"Produtos Manufaturados";1815043;23331
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas e aparelhos p/fabr.de pasta celulósica e papel";"Produtos Manufaturados";2293722;61713
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas e aparelhos p/fabr.ind. de alimentos e bebidas";"Produtos Manufaturados";2701053;373285
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas e aparelhos p/moldar borracha ou plástico";"Produtos Manufaturados";2504553;107988
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas e aparelhos p/terraplanagem, perfuração, etc.";"Produtos Manufaturados";92967204;11834443
"EXPORTAÇÕES";"Jan-Abr";"2017";"063";"Argentina";"ARG";"Maquinas e aparelhos p/tratam.de pedra e subst. mineral";"Produtos Manufaturados";11164122;1313270
